"Gene"	"Correlation"	"P-Value"	"FDR"
"ENSG00000227192"	"-0.065286704876364"	"0.692937443282007"	"1"
"ENSG00000227193"	"0.0917219183866925"	"0.578662384500918"	"1"
"ENSG00000227195"	"0.247570850202429"	"0.128452231728884"	"1"
"ENSG00000227197"	"0.0031972718249368"	"0.984587946008446"	"1"
"ENSG00000227198"	"-0.187449392712551"	"0.252180745989741"	"1"
"ENSG00000227199"	"0.00222672064777328"	"0.98970322823102"	"1"
"ENSG00000227200"	"0.159311740890688"	"0.331407391733701"	"1"
"ENSG00000227206"	"0.0938069548664614"	"0.570021974249801"	"1"
"ENSG00000227210"	"0.0336032388663968"	"0.83877819903449"	"1"
"ENSG00000227213"	"-0.0597771330113914"	"0.717736275163824"	"1"
"ENSG00000227214"	"0.0813765182186235"	"0.621246120994942"	"1"
"ENSG00000227215"	"-0.060897267060695"	"0.712670373928172"	"1"
"ENSG00000227217"	"-0.0601214574898785"	"0.715358899338351"	"1"
"ENSG00000227218"	"-0.118825910931174"	"0.469828998928751"	"1"
"ENSG00000227220"	"0.264777327935223"	"0.103361091323973"	"1"
"ENSG00000227227"	"0.410526315789474"	"0.00992499681913217"	"1"
"ENSG00000227230"	"0.325303643724696"	"0.0438236674850653"	"1"
"ENSG00000227237"	"0.0509377297418279"	"0.758115612867234"	"1"
"ENSG00000227240"	"0.176720647773279"	"0.280726694501244"	"1"
"ENSG00000227244"	"-0.0928189861708293"	"0.574108769773008"	"1"
"ENSG00000227245"	"0.265808480429801"	"0.101936137995652"	"1"
"ENSG00000227248"	"0.202104849427874"	"0.217254866585967"	"1"
"ENSG00000227252"	"-0.0755060728744939"	"0.64672313731948"	"1"
"ENSG00000227253"	"-0.0435222672064777"	"0.791986631001015"	"1"
"ENSG00000227256"	"-0.148380566801619"	"0.365984846535567"	"1"
"ENSG00000227258"	"-0.00566801619433198"	"0.97303651786211"	"1"
"ENSG00000227260"	"0.10080971659919"	"0.540123213411631"	"1"
"ENSG00000227269"	"-0.317289469366579"	"0.0490459704931664"	"1"
"ENSG00000227274"	"0.0745200120297112"	"0.652087670300701"	"1"
"ENSG00000227278"	"0.0157894736842105"	"0.924109301320783"	"1"
"ENSG00000227279"	"-0.0905775540884474"	"0.583429576259041"	"1"
"ENSG00000227282"			
"ENSG00000227290"	"0.0442495362282588"	"0.789100818081097"	"1"
"ENSG00000227292"	"-0.0229957479482421"	"0.889486286262826"	"1"
"ENSG00000227293"	"-0.172965018159526"	"0.292348053090728"	"1"
"ENSG00000227294"	"-0.118079033525378"	"0.474039481911133"	"1"
"ENSG00000227297"	"0.357706495532116"	"0.0253681989516103"	"1"
"ENSG00000227301"	"-0.156729843917265"	"0.340671794242703"	"1"
"ENSG00000227303"	"-0.10007021132335"	"0.544428289131386"	"1"
"ENSG00000227305"			
"ENSG00000227306"	"-0.169970267989445"	"0.300911792649023"	"1"
"ENSG00000227307"	"0.246356275303644"	"0.130382850011873"	"1"
"ENSG00000227308"	"-0.0491902834008097"	"0.765560238293086"	"1"
"ENSG00000227313"	"-0.0433198380566802"	"0.792934925926083"	"1"
"ENSG00000227330"	"0.0849103601669699"	"0.607292281352773"	"1"
"ENSG00000227336"	"-0.159246170804233"	"0.332877725949719"	"1"
"ENSG00000227338"	"0.235425101214575"	"0.148750981375645"	"1"
"ENSG00000227342"	"0.118393254352611"	"0.472855503959408"	"1"
"ENSG00000227352"	"-0.129728086160168"	"0.431207128911034"	"1"
"ENSG00000227354"	"-0.0115384615384615"	"0.944635232426521"	"1"
"ENSG00000227355"	"0.125303643724696"	"0.445810610583758"	"1"
"ENSG00000227356"	"-0.000629330622338242"	"0.996966215561516"	"1"
"ENSG00000227359"	"-0.333400809716599"	"0.038616727338271"	"1"
"ENSG00000227360"			
"ENSG00000227364"			
"ENSG00000227365"			
"ENSG00000227373"	"-0.00182186234817814"	"0.991664440745211"	"1"
"ENSG00000227374"	"-0.0870445344129555"	"0.597058171059337"	"1"
"ENSG00000227375"	"0.12246963562753"	"0.456234222549227"	"1"
"ENSG00000227380"	"0.0813765182186235"	"0.621246120994942"	"1"
"ENSG00000227386"	"0.00573718649776823"	"0.972348261294345"	"1"
"ENSG00000227388"	"-0.0307692307692308"	"0.852256985499877"	"1"
"ENSG00000227392"	"0.0854251012145749"	"0.603926574730228"	"1"
"ENSG00000227398"	"-0.0194331983805668"	"0.906554063670711"	"1"
"ENSG00000227400"	"0.250607287449393"	"0.123719914540018"	"1"
"ENSG00000227403"	"0.0172064777327935"	"0.917277540990993"	"1"
"ENSG00000227407"	"0.110840886139171"	"0.501739953249319"	"1"
"ENSG00000227409"	"0.286032388663968"	"0.0777829660179722"	"1"
"ENSG00000227418"	"0.201240120637323"	"0.219270507828397"	"1"
"ENSG00000227421"	"-0.259450801617901"	"0.110711683987316"	"1"
"ENSG00000227422"	"-0.146153846153846"	"0.373286677834982"	"1"
"ENSG00000227429"	"-0.344534412955466"	"0.0322978643630271"	"1"
"ENSG00000227431"	"0.3"	"0.0638944311562478"	"1"
"ENSG00000227432"	"0.00297865132498777"	"0.985641666047953"	"1"
"ENSG00000227438"	"0.182793522267206"	"0.264317919184526"	"1"
"ENSG00000227439"	"0.000529502392490483"	"0.997447451076599"	"1"
"ENSG00000227448"	"0.0938069548664614"	"0.570021974249801"	"1"
"ENSG00000227455"	"0.0352226720647773"	"0.831096322557423"	"1"
"ENSG00000227456"	"-0.0374493927125506"	"0.820559387390236"	"1"
"ENSG00000227459"			
"ENSG00000227463"	"-0.0279352226720648"	"0.865777751230745"	"1"
"ENSG00000227466"	"-0.0383609196876595"	"0.816650812335131"	"1"
"ENSG00000227467"	"-0.134615384615385"	"0.412504284078331"	"1"
"ENSG00000227475"	"-0.00678956567993478"	"0.967278584798504"	"1"
"ENSG00000227477"	"0.0123481781376518"	"0.940722373489626"	"1"
"ENSG00000227479"	"0.0508612216469805"	"0.758468063702618"	"1"
"ENSG00000227480"	"-0.133333401767782"	"0.418401209510304"	"1"
"ENSG00000227481"	"0.07495048253624"	"0.650206268304058"	"1"
"ENSG00000227482"	"0.0028368808886762"	"0.98632499254444"	"1"
"ENSG00000227484"	"-0.161336032388664"	"0.325236687220943"	"1"
"ENSG00000227485"			
"ENSG00000227486"	"-0.0483805668016194"	"0.769320042754836"	"1"
"ENSG00000227487"	"0.151214574898785"	"0.356817576461798"	"1"
"ENSG00000227489"	"0.150903572692744"	"0.359143855448691"	"1"
"ENSG00000227492"	"-0.117206477732794"	"0.475940047867862"	"1"
"ENSG00000227495"	"0.0967611336032389"	"0.55659225850357"	"1"
"ENSG00000227496"	"0.132995951417004"	"0.418191649449809"	"1"
"ENSG00000227498"	"-0.0444607042911858"	"0.788117332549137"	"1"
"ENSG00000227502"	"-0.246558704453441"	"0.13005957480334"	"1"
"ENSG00000227508"	"-0.00922688398038527"	"0.95554237331294"	"1"
"ENSG00000227509"	"0.207268569642493"	"0.205484400675676"	"1"
"ENSG00000227510"	"0.173684210526316"	"0.289177189165055"	"1"
"ENSG00000227512"	"0.001417004048583"	"0.993625702109196"	"1"
"ENSG00000227516"	"0.0117408906882591"	"0.943656892626627"	"1"
"ENSG00000227517"	"0.0874493927125506"	"0.595346470076815"	"1"
"ENSG00000227518"	"0.0888663967611336"	"0.589372692624553"	"1"
"ENSG00000227519"	"-0.148932408463086"	"0.365527426567357"	"1"
"ENSG00000227527"	"-0.0651821862348178"	"0.692501407424442"	"1"
"ENSG00000227528"	"0.102449890741349"	"0.534849916421605"	"1"
"ENSG00000227531"	"-0.0363025368134799"	"0.826334283259942"	"1"
"ENSG00000227533"	"-0.052834008097166"	"0.748708473349422"	"1"
"ENSG00000227535"	"-0.237516184583937"	"0.145404547972625"	"1"
"ENSG00000227540"	"-0.281781376518219"	"0.0824519135176333"	"1"
"ENSG00000227542"	"0.120647773279352"	"0.463004639640467"	"1"
"ENSG00000227543"	"-0.0192307692307692"	"0.907528271760875"	"1"
"ENSG00000227544"	"-0.145546558704453"	"0.375293156477654"	"1"
"ENSG00000227549"	"-0.159568531473878"	"0.33188728736283"	"1"
"ENSG00000227554"	"-0.0263057419710952"	"0.873698997347129"	"1"
"ENSG00000227555"	"-0.0941295546558704"	"0.567422842375665"	"1"
"ENSG00000227559"	"-0.154204739734471"	"0.348604707152459"	"1"
"ENSG00000227562"			
"ENSG00000227564"	"-0.338963904749858"	"0.0347810973306745"	"1"
"ENSG00000227574"	"0.00187579803524089"	"0.990957593621143"	"1"
"ENSG00000227579"	"0.0401813063670984"	"0.808109229564352"	"1"
"ENSG00000227588"	"0.0232825352712359"	"0.888116677915622"	"1"
"ENSG00000227589"	"0.133913659769658"	"0.416360415521613"	"1"
"ENSG00000227591"	"-0.156275303643725"	"0.340800035160582"	"1"
"ENSG00000227596"	"-0.138902796439445"	"0.39904725362595"	"1"
"ENSG00000227598"	"0.109919028340081"	"0.503954903431117"	"1"
"ENSG00000227599"	"-0.0720687575664692"	"0.662841261389167"	"1"
"ENSG00000227602"	"0.0115384615384615"	"0.94463523242652"	"1"
"ENSG00000227606"	"-0.083193092505847"	"0.614604684090113"	"1"
"ENSG00000227610"	"0.138347848477357"	"0.400952211916764"	"1"
"ENSG00000227611"			
"ENSG00000227617"	"-0.152834008097166"	"0.351642689451123"	"1"
"ENSG00000227619"	"-0.0724696356275304"	"0.660062658880878"	"1"
"ENSG00000227627"	"0.131578947368421"	"0.423204608166456"	"1"
"ENSG00000227630"	"-0.161133603238866"	"0.325850475854988"	"1"
"ENSG00000227634"	"0.0452331830941727"	"0.784522390554197"	"1"
"ENSG00000227640"	"-0.217004048582996"	"0.183925405745072"	"1"
"ENSG00000227646"	"0.414135246287955"	"0.00876780324857663"	"1"
"ENSG00000227647"	"0.00731050750924382"	"0.964769483717848"	"1"
"ENSG00000227658"	"-0.0691021121978751"	"0.675945352347748"	"1"
"ENSG00000227659"	"-0.186726424583165"	"0.25503197234344"	"1"
"ENSG00000227660"	"0.0694045273039128"	"0.674605144687954"	"1"
"ENSG00000227665"	"0.384133516862681"	"0.0157653318092288"	"1"
"ENSG00000227673"	"0.0913638426626713"	"0.580152168396264"	"1"
"ENSG00000227674"	"-0.0512145748987854"	"0.756184305102"	"1"
"ENSG00000227676"	"-0.0466562495285961"	"0.777911338325482"	"1"
"ENSG00000227678"	"-0.220040485829959"	"0.17775039036906"	"1"
"ENSG00000227680"	"-0.111474168059276"	"0.499284049463242"	"1"
"ENSG00000227681"	"-0.0931903414024527"	"0.572571075314525"	"1"
"ENSG00000227683"	"-0.164701722300353"	"0.316362412664264"	"1"
"ENSG00000227685"	"0.0856275303643725"	"0.603066144158341"	"1"
"ENSG00000227687"	"0.544939271255061"	"0.000412873109636151"	"0.683563799325106"
"ENSG00000227695"	"0.263562753036437"	"0.104997911499677"	"1"
"ENSG00000227698"	"0.244344349723322"	"0.133844711654067"	"1"
"ENSG00000227702"	"-0.0774805538909685"	"0.639191894698031"	"1"
"ENSG00000227704"	"0.03582995951417"	"0.828219608881873"	"1"
"ENSG00000227705"	"-0.268799420890656"	"0.0979960566010032"	"1"
"ENSG00000227706"	"-0.0336032388663968"	"0.838778199034489"	"1"
"ENSG00000227708"	"0.0430299222970894"	"0.794787260174575"	"1"
"ENSG00000227712"	"0.0281376518218623"	"0.864810670282197"	"1"
"ENSG00000227713"	"-0.0474747335710592"	"0.774115895558822"	"1"
"ENSG00000227716"	"-0.0633603238866397"	"0.700700120152338"	"1"
"ENSG00000227718"	"0.259447527239289"	"0.110716346363739"	"1"
"ENSG00000227719"	"-0.0473684210526316"	"0.77402719664273"	"1"
"ENSG00000227723"	"-0.0576550060531754"	"0.727366319831729"	"1"
"ENSG00000227726"	"0.0440506385580056"	"0.79002745078759"	"1"
"ENSG00000227733"	"0.040080971659919"	"0.808147159133086"	"1"
"ENSG00000227734"	"-0.28678867738794"	"0.0767076010090848"	"1"
"ENSG00000227740"	"-0.0336032388663968"	"0.838778199034489"	"1"
"ENSG00000227741"	"0.133603238866397"	"0.416053660975397"	"1"
"ENSG00000227743"	"0.193416401786518"	"0.238093115306484"	"1"
"ENSG00000227744"	"-0.0273279352226721"	"0.868680158283683"	"1"
"ENSG00000227748"	"-0.00242914979757085"	"0.988722643884029"	"1"
"ENSG00000227751"	"-0.121052631578947"	"0.461495426624398"	"1"
"ENSG00000227757"	"0.239250524925588"	"0.142401273611535"	"1"
"ENSG00000227764"	"-0.116717385134107"	"0.479188148408205"	"1"
"ENSG00000227769"	"0.0562753036437247"	"0.732898943410191"	"1"
"ENSG00000227773"	"-0.0311740890688259"	"0.850328786886844"	"1"
"ENSG00000227782"	"-0.146761133603239"	"0.371286651836379"	"1"
"ENSG00000227803"	"0.250607287449393"	"0.123719914540018"	"1"
"ENSG00000227809"			
"ENSG00000227811"	"0.116194331983806"	"0.479780798704051"	"1"
"ENSG00000227818"	"0"	"1"	"1"
"ENSG00000227824"	"-0.0511672128488083"	"0.757058739404756"	"1"
"ENSG00000227838"	"0.326228997679928"	"0.0426785375591386"	"1"
"ENSG00000227848"	"0.0129554655870445"	"0.937788634695181"	"1"
"ENSG00000227851"	"0.230620024212702"	"0.157806948271666"	"1"
"ENSG00000227853"	"-0.11570249857187"	"0.483044587409677"	"1"
"ENSG00000227856"	"-0.212348178137652"	"0.193690304652151"	"1"
"ENSG00000227857"	"-0.144361209680992"	"0.380590261354198"	"1"
"ENSG00000227863"	"-0.12753036437247"	"0.437713795624413"	"1"
"ENSG00000227880"	"0.083342316481553"	"0.613967791527644"	"1"
"ENSG00000227884"	"0.0680161943319838"	"0.679817309083916"	"1"
"ENSG00000227885"	"-0.0427125506072874"	"0.795781587982413"	"1"
"ENSG00000227886"	"-0.325743013810279"	"0.043006532128266"	"1"
"ENSG00000227888"	"-0.0913523786861296"	"0.580199893046519"	"1"
"ENSG00000227893"	"0.0554655870445344"	"0.73660923505151"	"1"
"ENSG00000227896"	"-0.0356275303643725"	"0.829178267129058"	"1"
"ENSG00000227899"	"-0.328896250055075"	"0.0409143042397914"	"1"
"ENSG00000227906"	"0.127732793522267"	"0.436981812681814"	"1"
"ENSG00000227907"	"0.174932732864233"	"0.28680752698985"	"1"
"ENSG00000227908"	"-0.0147773279352227"	"0.928992485015156"	"1"
"ENSG00000227911"	"-0.0366470953047117"	"0.824711533048644"	"1"
"ENSG00000227912"	"0.03582995951417"	"0.828219608881873"	"1"
"ENSG00000227914"	"0.121052631578947"	"0.461495426624398"	"1"
"ENSG00000227917"	"0.0949240355360181"	"0.565417187740218"	"1"
"ENSG00000227920"	"0.300022086906527"	"0.0634985486085857"	"1"
"ENSG00000227925"	"0.251821862348178"	"0.121864342701443"	"1"
"ENSG00000227927"	"-0.22113696315069"	"0.176091808406262"	"1"
"ENSG00000227929"	"0.108495081613014"	"0.510890243824008"	"1"
"ENSG00000227930"	"-0.18737876967282"	"0.253345801814024"	"1"
"ENSG00000227933"	"-0.0295546558704453"	"0.858046678176952"	"1"
"ENSG00000227935"	"0.0432412545398815"	"0.793801166948909"	"1"
"ENSG00000227938"	"0.262189422948008"	"0.106863965911536"	"1"
"ENSG00000227940"			
"ENSG00000227945"	"0.401619433198381"	"0.0117876458350235"	"1"
"ENSG00000227946"	"-0.1"	"0.543398016976551"	"1"
"ENSG00000227947"	"-0.130448690457422"	"0.428630300385661"	"1"
"ENSG00000227953"	"-0.143724696356275"	"0.381351237439311"	"1"
"ENSG00000227954"	"0.0955465587044534"	"0.561578833473418"	"1"
"ENSG00000227958"	"-0.0866699588819054"	"0.599838521776904"	"1"
"ENSG00000227959"	"0.230161943319838"	"0.158248619878814"	"1"
"ENSG00000227960"	"0.00323886639676113"	"0.984800486080088"	"1"
"ENSG00000227963"	"-0.217611336032389"	"0.182678253916044"	"1"
"ENSG00000227964"	"-0.0532388663967611"	"0.746843058967959"	"1"
"ENSG00000227966"	"-0.29222776279871"	"0.071040257424529"	"1"
"ENSG00000227981"	"0.0324410679402238"	"0.844567614566933"	"1"
"ENSG00000227987"	"-0.0817045893009512"	"0.620972855239066"	"1"
"ENSG00000228005"	"-0.042914979757085"	"0.794832405720187"	"1"
"ENSG00000228008"	"0.0271255060728745"	"0.86964801076591"	"1"
"ENSG00000228010"	"0.01417004048583"	"0.931923652024767"	"1"
"ENSG00000228013"	"-0.103846153846154"	"0.527928644967538"	"1"
"ENSG00000228016"	"-0.148678946335476"	"0.366353155541749"	"1"
"ENSG00000228021"	"-0.0686234817813765"	"0.6771105386954"	"1"
"ENSG00000228022"	"0.0301619433198381"	"0.855150886454167"	"1"
"ENSG00000228027"	"-0.0176149021630382"	"0.915237936894084"	"1"
"ENSG00000228028"	"0.123481781376518"	"0.45249633475349"	"1"
"ENSG00000228031"	"-0.0265182186234818"	"0.87255269924493"	"1"
"ENSG00000228033"	"-0.350182645179313"	"0.0288550737477533"	"1"
"ENSG00000228035"	"-0.172351487787831"	"0.294089579194583"	"1"
"ENSG00000228037"	"-0.00387407756893988"	"0.981326008819826"	"1"
"ENSG00000228043"	"-0.0520242914979757"	"0.752443574260245"	"1"
"ENSG00000228044"	"0.134210526315789"	"0.413921941858371"	"1"
"ENSG00000228048"	"0.100896260593057"	"0.541094142899359"	"1"
"ENSG00000228055"	"0.125910931174089"	"0.443594223476751"	"1"
"ENSG00000228058"	"0.335957663891565"	"0.0365280167554174"	"1"
"ENSG00000228060"	"0.242914979757085"	"0.135971345863043"	"1"
"ENSG00000228061"	"-0.0522267206477733"	"0.751509268115753"	"1"
"ENSG00000228063"	"-0.00283400809716599"	"0.986761526192575"	"1"
"ENSG00000228064"			
"ENSG00000228065"	"-0.044331983805668"	"0.788196448136045"	"1"
"ENSG00000228067"	"-0.0703640166252639"	"0.670359556540382"	"1"
"ENSG00000228072"	"0.00850202429149798"	"0.959319249415072"	"1"
"ENSG00000228073"	"0.0465441354649709"	"0.778431627360329"	"1"
"ENSG00000228079"	"0.0987854251012146"	"0.548328120220319"	"1"
"ENSG00000228082"			
"ENSG00000228084"	"-0.284210526315789"	"0.0797577441572649"	"1"
"ENSG00000228086"	"0.252024291497976"	"0.121557140646802"	"1"
"ENSG00000228100"	"-0.0563752471768594"	"0.733193894280113"	"1"
"ENSG00000228104"	"0.0480000061528613"	"0.771682840118784"	"1"
"ENSG00000228105"			
"ENSG00000228107"	"-0.0184210526315789"	"0.911426439324453"	"1"
"ENSG00000228108"	"0.0364372469635627"	"0.82534512814009"	"1"
"ENSG00000228109"	"-0.342307692307692"	"0.0334879151032258"	"1"
"ENSG00000228113"	"0.134817813765182"	"0.411796502858972"	"1"
"ENSG00000228115"	"0.0593668553739075"	"0.719594785762911"	"1"
"ENSG00000228120"	"0.038203297306371"	"0.817391403254065"	"1"
"ENSG00000228124"	"0.278947368421053"	"0.0856848317001471"	"1"
"ENSG00000228126"	"-0.0246963562753036"	"0.881276619629266"	"1"
"ENSG00000228127"	"0.201012145748988"	"0.218993922631723"	"1"
"ENSG00000228133"	"0.00446611629132189"	"0.978472858958261"	"1"
"ENSG00000228135"	"0.0765182186234818"	"0.642300722990351"	"1"
"ENSG00000228136"			
"ENSG00000228137"	"-0.0649797570850202"	"0.693410672709642"	"1"
"ENSG00000228139"	"0.0894110375907863"	"0.588307028833767"	"1"
"ENSG00000228140"	"-0.0775303643724696"	"0.637890573370503"	"1"
"ENSG00000228142"	"0.0925664461074585"	"0.575155548553813"	"1"
"ENSG00000228147"	"0.10030872020539"	"0.543464601883192"	"1"
"ENSG00000228150"	"0.0437246963562753"	"0.791038634459768"	"1"
"ENSG00000228151"	"0.000202429149797571"	"0.999509664364143"	"1"
"ENSG00000228153"	"0.334182720726789"	"0.0375926419087846"	"1"
"ENSG00000228156"	"-0.141207619211471"	"0.391191620989072"	"1"
"ENSG00000228157"	"-0.215182186234818"	"0.187703491785035"	"1"
"ENSG00000228159"	"0.0754323966967422"	"0.648102561993352"	"1"
"ENSG00000228160"	"0.0589059202502009"	"0.721684665853256"	"1"
"ENSG00000228162"	"-0.0795036239295589"	"0.630439109772877"	"1"
"ENSG00000228165"			
"ENSG00000228170"	"-0.106072874493927"	"0.519073298474349"	"1"
"ENSG00000228172"	"-0.0991902834008097"	"0.546682374577867"	"1"
"ENSG00000228173"	"-0.129723763619645"	"0.431222611939288"	"1"
"ENSG00000228174"	"-0.041548637058133"	"0.801707801855094"	"1"
"ENSG00000228176"	"0.310288401999423"	"0.054548581439402"	"1"
"ENSG00000228189"	"0.0212550607287449"	"0.897792495138803"	"1"
"ENSG00000228192"	"-0.0487854251012146"	"0.76743947697193"	"1"
"ENSG00000228201"	"-0.0291497975708502"	"0.859978238126927"	"1"
"ENSG00000228203"	"0.0394736842105263"	"0.811007484096228"	"1"
"ENSG00000228204"	"0.0706477732793522"	"0.668117301597378"	"1"
"ENSG00000228208"	"-0.113562753036437"	"0.489842981089486"	"1"
"ENSG00000228213"	"-0.00805901674110493"	"0.961164902456858"	"1"
"ENSG00000228215"	"-0.0461538461538462"	"0.779686421972063"	"1"
"ENSG00000228216"	"0.0175412189956775"	"0.915591222888266"	"1"
"ENSG00000228221"	"0.0253036437246964"	"0.878367041152645"	"1"
"ENSG00000228222"	"0.237709405461864"	"0.145067673771477"	"1"
"ENSG00000228223"	"-0.0807692307692308"	"0.623862009926115"	"1"
"ENSG00000228226"	"0.101474824554198"	"0.538764750113162"	"1"
"ENSG00000228229"			
"ENSG00000228231"			
"ENSG00000228235"	"0.0322288891698848"	"0.845571902524396"	"1"
"ENSG00000228237"	"0.416599190283401"	"0.00880541736776342"	"1"
"ENSG00000228239"	"-0.134824637047003"	"0.413167855878842"	"1"
"ENSG00000228240"	"0.000529502392490483"	"0.997447451076599"	"1"
"ENSG00000228242"	"-0.000607287449392712"	"0.997548325412791"	"1"
"ENSG00000228245"	"0.178102806811338"	"0.278025408198947"	"1"
"ENSG00000228251"	"0.172275925115615"	"0.29430452663223"	"1"
"ENSG00000228255"			
"ENSG00000228261"	"0.227327935222672"	"0.163543380221716"	"1"
"ENSG00000228262"	"-0.081578947368421"	"0.620375186572986"	"1"
"ENSG00000228271"	"0.141998392530346"	"0.388517282707572"	"1"
"ENSG00000228272"			
"ENSG00000228274"	"-0.104858299595142"	"0.523894251352236"	"1"
"ENSG00000228275"	"0.235222672064777"	"0.149108294271048"	"1"
"ENSG00000228277"	"-0.131582055623825"	"0.424594897553593"	"1"
"ENSG00000228280"	"0.0154866137148584"	"0.925448561873926"	"1"
"ENSG00000228288"	"0.037246963562753"	"0.821516023241257"	"1"
"ENSG00000228290"	"0.258019718466824"	"0.112763597650026"	"1"
"ENSG00000228293"	"-0.27246963562753"	"0.0934466489028245"	"1"
"ENSG00000228295"	"-0.0870445344129555"	"0.597058171059337"	"1"
"ENSG00000228296"	"0.220724338260779"	"0.17692039302964"	"1"
"ENSG00000228302"	"-0.109919028340081"	"0.503954903431117"	"1"
"ENSG00000228308"	"0.0441295546558704"	"0.789143541728814"	"1"
"ENSG00000228309"	"0.106268229154755"	"0.519653210731628"	"1"
"ENSG00000228315"	"-0.169635627530364"	"0.300700257169321"	"1"
"ENSG00000228317"	"-0.0295561516649586"	"0.858242646836807"	"1"
"ENSG00000228318"	"0.368825910931174"	"0.0214425541555536"	"1"
"ENSG00000228322"	"-0.0584863807487463"	"0.723588591874219"	"1"
"ENSG00000228323"	"-0.101214574898785"	"0.538489410179262"	"1"
"ENSG00000228329"	"-0.0301619433198381"	"0.855150886454168"	"1"
"ENSG00000228334"	"-0.0406882591093117"	"0.80528931900538"	"1"
"ENSG00000228338"			
"ENSG00000228340"	"0.0623481781376518"	"0.705269685370145"	"1"
"ENSG00000228343"	"0.0299595141700405"	"0.856115942104428"	"1"
"ENSG00000228350"	"0.133711220374693"	"0.417071763622155"	"1"
"ENSG00000228351"	"0.0436248240461885"	"0.792012208905415"	"1"
"ENSG00000228352"	"0.00465587044534413"	"0.977937622487011"	"1"
"ENSG00000228353"	"-0.0260571379201396"	"0.874883138772"	"1"
"ENSG00000228355"	"-0.100605454573192"	"0.542266794090421"	"1"
"ENSG00000228358"	"0.0643724696356275"	"0.696141034231327"	"1"
"ENSG00000228361"			
"ENSG00000228363"	"0.068421052631579"	"0.678012348311906"	"1"
"ENSG00000228365"	"-0.172965018159526"	"0.292348053090728"	"1"
"ENSG00000228368"	"0.0544538052202199"	"0.741971130632237"	"1"
"ENSG00000228369"	"0.0712911483789332"	"0.666266710743559"	"1"
"ENSG00000228370"	"-0.325743013810279"	"0.043006532128266"	"1"
"ENSG00000228372"	"-0.204453441295547"	"0.211080952668261"	"1"
"ENSG00000228379"	"0.487618696897963"	"0.00164017747092478"	"0.926322841619094"
"ENSG00000228382"	"0.100404858299595"	"0.541759417773213"	"1"
"ENSG00000228383"	"-0.0374639918151668"	"0.820867116377072"	"1"
"ENSG00000228384"	"0.450202429149798"	"0.00437549271330249"	"1"
"ENSG00000228386"	"-0.11463292608658"	"0.487126246886354"	"1"
"ENSG00000228391"	"-0.100711144936312"	"0.541840465938824"	"1"
"ENSG00000228392"	"-0.0455465587044534"	"0.782520307003558"	"1"
"ENSG00000228393"	"-0.111336032388664"	"0.498442339847446"	"1"
"ENSG00000228395"	"0.101214574898785"	"0.538489410179261"	"1"
"ENSG00000228397"	"0.0433967730066472"	"0.793075706997034"	"1"
"ENSG00000228400"	"-0.028455699850114"	"0.863469979150732"	"1"
"ENSG00000228401"	"-0.12085020242915"	"0.462249699871087"	"1"
"ENSG00000228403"	"-0.0899843110621512"	"0.585907793300989"	"1"
"ENSG00000228404"	"-0.0878542510121458"	"0.593636944007221"	"1"
"ENSG00000228408"	"0.0562753036437247"	"0.732898943410191"	"1"
"ENSG00000228412"	"-0.0848178137651822"	"0.606511068679117"	"1"
"ENSG00000228414"	"0.120647773279352"	"0.463004639640467"	"1"
"ENSG00000228417"	"0.214618348193339"	"0.189508691191158"	"1"
"ENSG00000228420"	"-0.0107944988435346"	"0.947998697787595"	"1"
"ENSG00000228421"	"-0.200202429149798"	"0.220885408112447"	"1"
"ENSG00000228422"	"0.0374493927125506"	"0.820559387390235"	"1"
"ENSG00000228423"	"0.13663967611336"	"0.405457971271269"	"1"
"ENSG00000228426"			
"ENSG00000228427"	"-0.171862348178138"	"0.294326384496082"	"1"
"ENSG00000228434"	"-0.0836032388663968"	"0.611694380666824"	"1"
"ENSG00000228436"	"-0.0734817813765182"	"0.655604237432787"	"1"
"ENSG00000228437"	"0.223279352226721"	"0.171330071472949"	"1"
"ENSG00000228444"	"-0.00202429149797571"	"0.990683827663591"	"1"
"ENSG00000228448"	"0.259447527239289"	"0.110716346363739"	"1"
"ENSG00000228452"	"-0.00384615384615385"	"0.981859096504902"	"1"
"ENSG00000228459"	"-0.120242914979757"	"0.464516516529848"	"1"
"ENSG00000228467"			
"ENSG00000228469"	"-0.0238901450084626"	"0.885215982728157"	"1"
"ENSG00000228470"	"0.245546558704453"	"0.13168199226708"	"1"
"ENSG00000228478"			
"ENSG00000228481"	"0.337994094450851"	"0.0353370166958294"	"1"
"ENSG00000228482"	"0.268806356698012"	"0.0979870573818089"	"1"
"ENSG00000228484"	"-0.143927125506073"	"0.380675258705399"	"1"
"ENSG00000228485"	"0.109514170040486"	"0.505535630795828"	"1"
"ENSG00000228487"	"0.161133603238866"	"0.325850475854988"	"1"
"ENSG00000228488"			
"ENSG00000228495"	"-0.0303643724696356"	"0.854186040889882"	"1"
"ENSG00000228496"	"-0.260145060402867"	"0.109726483898889"	"1"
"ENSG00000228503"	"0.0432412545398815"	"0.793801166948909"	"1"
"ENSG00000228504"			
"ENSG00000228505"	"-0.114549317522981"	"0.487446061294136"	"1"
"ENSG00000228506"	"0.142307692307692"	"0.386103056897115"	"1"
"ENSG00000228509"	"-0.127327935222672"	"0.438446462025675"	"1"
