""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"B4GAT1"	755.994759026646	-0.454380324503702	0.0784925815331876	-5.78883144914255	7.08777752392202e-09	5.31694845018367e-08
"B9D1"	235.192976724642	0.667297038159045	0.158811578461219	4.20181604278931	2.64782262692209e-05	0.000103106656468812
"B9D2"	156.038621845266	0.411154162733681	0.123653899758731	3.32503999902882	0.000884058508578264	0.00253086799280572
"BAALC"	243.571117538696	0.00934462225653594	0.163432701279951	0.0571771878170768	0.954404049910595	0.969218643286574
"BAAT"	83.4145030554043	2.44174071952022	0.406073986690456	6.01304392684854	1.82071674051468e-09	1.47678636856123e-08
"BABAM1"	1452.71321415314	-0.0267901079738851	0.0576870967766004	-0.464403817679242	0.642358455406363	0.760743105094029
"BABAM2"	1076.99309892749	0.0475854433872131	0.0657542576665643	0.723686116700091	0.469258458379734	0.601767958496512
"BACE1"	1661.6194709343	0.173212253395231	0.0749371764855014	2.31143287642741	0.0208089567626861	0.0432816313817257
"BACE2"	1898.62590116237	1.13848538305729	0.157046064580519	7.2493722532829	4.18707658147398e-13	5.84077273826828e-12
"BACH1"	1693.08629627642	-0.221548850413245	0.114723529237929	-1.93115441867001	0.0534639589426805	0.0986648827134399
"BACH2"	280.262445810779	-0.372797777667847	0.139215109058627	-2.67785429461434	0.00740954430439473	0.0173469617645842
"BAD"	1031.03677304951	0.16564151028411	0.107592881524418	1.53952109040334	0.123677133121798	0.202073451418008
"BAG1"	2250.44429854371	-0.0444818364740971	0.0874339562974059	-0.50874784074499	0.610928984164832	0.734615306766087
"BAG2"	713.579335091786	0.552095056507606	0.105236706000174	5.24622137552172	1.55250343577154e-07	9.28337661233224e-07
"BAG3"	1889.6687069503	0.587132759025125	0.189756450657215	3.09413860235902	0.00197385249990226	0.00525983696487371
"BAG4"	463.523551603351	-0.145182867494777	0.0799047790656609	-1.81694848784294	0.0692250012366278	0.122852633651117
"BAG5"	1472.96667010668	-0.0841787903521547	0.0703886094032231	-1.19591495081163	0.231729750154403	0.341593584237347
"BAG6"	4434.25780336423	-0.14096780996383	0.0517298437505108	-2.72507704921181	0.00642864830114371	0.0152948090398639
"BAHCC1"	1034.94914360895	0.382815987851686	0.107261262774605	3.56900504384442	0.000358339527481328	0.00111162785904367
"BAHD1"	1051.40877665257	-0.378164117323864	0.0668059189117381	-5.66063791179167	1.50811333458901e-08	1.07186780384934e-07
"BAIAP2"	1831.52754669729	-0.494971520928468	0.115613314418433	-4.28126745970664	1.85831846014285e-05	7.48548261860245e-05
"BAIAP2L1"	1150.62955480036	-0.0395477915052422	0.118608772939339	-0.333430576214362	0.738809285888539	0.842655318655933
"BAIAP2L2"	29.6296933538116	0.755537749070149	0.188204765616183	4.01444536537911	5.95857433058791e-05	0.000216550512502346
"BAIAP3"	503.139388335086	0.893794422845884	0.269406195127204	3.31764613810706	0.000907794130099251	0.00259220219629569
"BAK1"	599.494594095817	0.182311051364556	0.0790073808168947	2.30751924034888	0.0210258908896621	0.0437137716283217
"BAMBI"	302.450563247587	-0.291870733581891	0.138839923286216	-2.10221042099112	0.0355348473527872	0.0692007765696793
"BANF1"	1482.52059488905	0.3308300679634	0.0852460711993406	3.88088346253263	0.000104077706132139	0.000358629884032122
"BANF2"	0.127994572671658	0.408880559932812	3.06038613695972	0.133604238692248	0.893715532251219	0.946161621611134
"BANK1"	372.214219806185	-0.0957480049790644	0.194474730825452	-0.492341624912708	0.622477858874922	0.743922680551885
"BANP"	352.601054598255	-0.0700442275251167	0.0776308215187303	-0.90227342896554	0.366911636792007	0.495969235272332
"BAP1"	2414.19962048234	-0.0785047828867383	0.0539338974506301	-1.45557407488676	0.145510399111741	0.231421000889224
"BARD1"	270.932607694998	-0.0825421563123404	0.104366387282718	-0.790888316261657	0.429009166974529	0.561095734227523
"BARHL1"	0.135825653790007	0.857280939005227	2.86086654677988	0.299657787242877	0.764438200568431	0.862481683595502
"BARHL2"	0.0706204640122454	0.350393983419276	3.06038613695972	0.114493389963976	0.908846685988077	0.95309267464248
"BARX1"	0.657224775167541	1.21722433104166	0.735231461194623	1.65556616560435	0.0978097067737317	0.165348696672721
"BARX2"	20.0531020493687	2.90290767012721	0.385114155969594	7.53778490125513	4.78021469353489e-14	7.65999277235436e-13
"BASP1"	738.930408480705	0.474259367299988	0.160756508814563	2.95017210063363	0.00317596964047768	0.00808363121653348
"BATF"	188.877175811352	0.592919212472517	0.170274702863352	3.48213329697216	0.000497436009277738	0.00149662468616554
"BATF2"	212.735187259431	-0.0480485934129144	0.173752703181089	-0.276534364837116	0.782137668947631	0.876143054054067
"BATF3"	170.110160483993	0.737472439752256	0.191746136406552	3.84608761132283	0.000120018863250131	0.000409050885311303
"BAX"	1348.80328716681	0.282893543511945	0.100142828071966	2.82490068393764	0.00472952731923971	0.0116011521032393
"BAZ1A"	1807.70529226801	-0.018326614418316	0.0929187762209093	-0.197232627932438	0.843645498673929	0.919336877205163
"BAZ1B"	3164.69733831544	-0.106740774523544	0.0435202376148675	-2.45266984679971	0.014180041882971	0.0309024438742099
"BAZ2A"	4284.61418994565	-0.369324099440361	0.084276595862799	-4.38228544543512	1.17440800026402e-05	4.93494626642454e-05
"BAZ2B"	2752.23117454635	0.115669933212397	0.0629074502787805	1.8387318624391	0.0659546345234598	0.117904652266603
"BBC3"	250.280166360869	-0.180494590291784	0.113211027035803	-1.59431987340511	0.110864408699607	0.184086881452436
"BBIP1"	573.807823045486	0.0962465470064334	0.053893449953398	1.78586724527115	0.0741207555467178	0.130446196453507
"BBLN"	897.049822523472	0.583762389735881	0.131805069949076	4.42898281501176	9.46785658682138e-06	4.05167318792857e-05
"BBOF1"	330.28749795954	0.90429844311684	0.191336945521152	4.72620925694076	2.2874992284763e-06	1.10459161275803e-05
"BBOX1"	16.4798005202922	1.9684311297634	0.414510756110006	4.74880591335248	2.04621194537308e-06	9.9615051279855e-06
"BBS1"	1034.58936737161	0.105977111849662	0.0726298861931122	1.4591391698988	0.144526807222845	0.230086966683289
"BBS10"	420.726043050944	-0.696584429557626	0.12427801293815	-5.60504962293127	2.08195307680604e-08	1.44524074341516e-07
"BBS12"	158.371978355869	-0.295217403118987	0.137741476794472	-2.14327165636164	0.0320912913706967	0.063298400740172
"BBS2"	1442.45692132511	0.267777493244981	0.0699551327624321	3.82784625903512	0.000129269456253103	0.000437684527927986
"BBS4"	698.128455170893	0.0253480638016926	0.0565278075185883	0.448417600370531	0.653851841899411	0.770313899245018
"BBS5"	283.429520457355	0.496067731746878	0.0987062495203088	5.02569730040054	5.01606557531642e-07	2.73680556382572e-06
"BBS7"	397.704101042495	-0.107659546576235	0.0672724124361721	-1.60035210092075	0.109520494742823	0.182126651630844
"BBS9"	580.142969300979	0.2671620764472	0.0737541399959869	3.62233328816167	0.000291957618565483	0.000920830272647237
"BBX"	1876.38092540376	0.144702462644645	0.075635551122569	1.91315407235087	0.0557283311555985	0.102259771632612
"BCAM"	4115.16584566491	0.102598965979676	0.102745188323102	0.998576844854612	0.317999721706398	0.441688155963238
"BCAN"	5.49260672067871	0.60710968106203	0.259556204049616	2.33902974226722	0.0193338942605965	0.0405407993902919
"BCAP29"	1424.76874949792	-0.348156729209786	0.0535334905344142	-6.50353126116392	7.84561083562505e-11	7.95363918259086e-10
"BCAP31"	3867.31075972391	0.0401359089201099	0.0553229026047725	0.725484510580389	0.468154843967211	0.600756710606376
"BCAR1"	1774.59517441167	0.301751556583491	0.120055494952632	2.51343394738031	0.0119562165083151	0.0266160509686039
"BCAR3"	865.225933704318	-0.72295046502539	0.0931215201047439	-7.76351657718011	8.2606320041686e-15	1.45718771218771e-13
"BCAS1"	182.236462620198	2.21953392238793	0.280395442890661	7.91572751506318	2.45811441704941e-15	4.66870356760111e-14
"BCAS2"	685.990365108812	0.204328535440855	0.0817880975181267	2.49826737191888	0.0124802024124054	0.0276543092655329
"BCAS3"	1079.77439837551	0.250949168582375	0.0688608445718186	3.64429408530776	0.000268126700221163	0.000851300041045182
"BCAS4"	225.77312203435	0.552412057147606	0.137778607203641	4.00941821346128	6.0868530345051e-05	0.000220539997178373
"BCAT1"	2198.24162689633	-0.88915075544235	0.162000469333415	-5.48856900909577	4.05202963603086e-08	2.68106013634533e-07
"BCAT2"	1140.13294563743	-0.762026007313293	0.113649305106642	-6.70506525841272	2.01316378974533e-11	2.2293275439404e-10
"BCCIP"	1112.15964761913	-0.140183143277403	0.0776898532284555	-1.8043944923564	0.0711694858615579	0.125870054340016
"BCDIN3D"	208.596074901594	-0.131849966206865	0.0762420096068704	-1.7293611079604	0.0837444861295389	0.144885103066973
"BCHE"	883.868552259308	1.80154979522859	0.211156743718808	8.53181273541358	1.44072136001726e-17	3.70057474022468e-16
"BCKDHA"	778.307212593816	-0.606714393177893	0.0725695122766809	-8.36045846449558	6.24749914178625e-17	1.47260273343291e-15
"BCKDHB"	423.485787020843	-0.35651003745985	0.0800589872308844	-4.45309202365627	8.46424557588382e-06	3.65169002005721e-05
"BCKDK"	1031.88601763278	0.185293706982869	0.0661628944243172	2.80056833358195	0.00510127058244418	0.0124251026614674
"BCL10"	546.922404596019	0.25490316246472	0.0966353898224298	2.63778273087231	0.00834500291197361	0.0193119976369448
"BCL11A"	87.7373020875608	1.35228690781786	0.190866264040296	7.0849969983819	1.39047315749856e-12	1.82233214022956e-11
"BCL11B"	189.535039830698	1.32413745686854	0.174599773841069	7.58384405511229	3.35464336892886e-14	5.48625166398838e-13
"BCL2"	763.590247252124	0.367723150210163	0.0955000067322637	3.85050391924141	0.000117875043785926	0.000402752053387174
"BCL2A1"	625.253238137637	-0.061640402707058	0.209449690732041	-0.294296938284418	0.768531012013686	0.865885841541447
"BCL2L1"	4201.5673762552	-0.544815122361722	0.0839286387715123	-6.49140901528177	8.50372616686532e-11	8.56164489313383e-10
"BCL2L10"	2.46254231907756	2.13154470993359	0.419861687154766	5.0767783180652	3.8388832084946e-07	2.13858205967816e-06
"BCL2L11"	1091.49942636267	0.0731106213745117	0.114587610340175	0.638032516407916	0.523452513560339	0.654667539914875
"BCL2L12"	219.32739887885	0.0445130358586258	0.0790061895198123	0.563412007706856	0.573154362489404	0.7008323525688
"BCL2L13"	1471.754274964	-0.425122949420506	0.0482249701116162	-8.81541136130439	1.19246411637608e-18	3.49294903766137e-17
"BCL2L14"	30.6206750220043	0.486003889745777	0.266451215383584	1.82398826384081	0.0681538465389913	0.121177221412776
"BCL2L15"	65.6795622685304	0.534146480984358	0.18328376085835	2.91431427685058	0.00356470843804777	0.0089819536476127
"BCL2L2"	2535.83138675283	-0.492137034654175	0.0671690770987093	-7.32683931224703	2.35644081302637e-13	3.41451138781154e-12
"BCL2L2-PABPN1"	193.944383762123	-0.333735754982368	0.186278189747845	-1.79159865915665	0.0731972780781981	0.129049454111794
"BCL3"	1439.30191512091	0.574783874929166	0.146600472091724	3.92075050460643	8.82736197317918e-05	0.000309826919688117
"BCL6"	4472.82950482918	-0.469336150254565	0.105366242771732	-4.45433127260071	8.41550790822253e-06	3.63477509177566e-05
"BCL6B"	1550.69666845525	0.49410140379415	0.195532861441106	2.52694815670651	0.0115058485862525	0.0257034942234359
"BCL7A"	397.045171945359	-0.222412308775651	0.0989828408032356	-2.24697843556316	0.0246414053044508	0.0501855129499703
"BCL7B"	1316.4681329286	-0.23935020764154	0.0744655140637133	-3.21424233285693	0.00130789240889505	0.00360564206174736
"BCL7C"	884.593735430688	0.512972095298941	0.136541940744671	3.75688299508049	0.000172042885453634	0.000568280925466022
"BCL9"	616.69283638395	0.325974861675246	0.0716841229225609	4.54737881116842	5.43181790064713e-06	2.42452305633484e-05
"BCL9L"	2336.8835931457	-0.0123552291305045	0.111295056736029	-0.111013278512529	0.911605817088564	0.953987635007188
"BCLAF1"	4115.6475388568	0.0400706313406933	0.0737833111744154	0.543085295345053	0.587071076532442	0.71336636451903
"BCLAF3"	650.894546902776	-0.148578524436989	0.0716612462583456	-2.07334552766986	0.0381401345071889	0.0736649675800249
"BCO1"	10.6088528195092	0.734916242581895	0.186027628319743	3.95057577855438	7.79634077514278e-05	0.000276592413471996
"BCO2"	203.278183744899	0.788502217211916	0.149007770867869	5.2916852095661	1.21194369161058e-07	7.37884874052431e-07
"BCOR"	1042.4739034488	-0.242792560640088	0.0943243438852171	-2.57401801740112	0.0100525038205411	0.0227905356502079
"BCORL1"	429.590060303777	0.134579550171559	0.105348939165526	1.27746469245509	0.201438237947199	0.304327821218122
"BCR"	2834.57891855205	-0.290821792742922	0.0897212174166776	-3.24139374293492	0.00118946768099474	0.00330978537996333
"BCS1L"	790.881341261703	0.0823429268956521	0.095731232555181	0.860146941576129	0.389708048062347	0.520547966412223
"BDH1"	345.33327126094	-0.457360412458321	0.174646143073198	-2.61878335478975	0.00882439702673755	0.0202900631078785
"BDH2"	2138.22975735868	0.371199682412965	0.0842682650274288	4.40497596921144	1.05795605233998e-05	4.48913305787073e-05
"BDKRB1"	92.7475989834587	3.35624482185754	0.364394483167989	9.21047100570477	3.24697005768797e-20	1.19761067756387e-18
"BDKRB2"	685.754988530429	2.98684614920118	0.216790482269946	13.7775704815398	3.47780397255482e-43	2.1392981920209e-40
"BDNF"	143.247306533316	-1.66855469926967	0.279430007230473	-5.9712795909333	2.35399926592719e-09	1.87896241113292e-08
"BDP1"	1976.69311585751	-0.282611048258867	0.0703392642249225	-4.01782775769686	5.87371048722995e-05	0.000213873945543227
"BEAN1"	42.4876495178761	1.97318328025819	0.199055430044615	9.91273274894299	3.66482426573293e-23	1.90421073360385e-21
"BECN1"	2094.8843900869	-0.0650965419372964	0.0401468958562024	-1.62145890856564	0.104919255781401	0.175694587377026
"BECN2"	0.0902068755470356	0.038462566131587	2.99809343317721	0.0128290084978528	0.989764212963464	0.993410878119705
"BEGAIN"	93.0536545044149	0.784115324495392	0.236962430353743	3.30902803167931	0.000936204632358283	0.00266534579492985
"BEND2"	2.56825953245682	-1.7231670396305	0.61288887207926	-2.81154890899644	0.00493035943648712	0.0120441998583619
"BEND3"	149.8535789221	-0.259028146037534	0.128073350413216	-2.02249839800244	0.0431248889311695	0.081997059231077
"BEND4"	36.2227463313646	-1.17276175547272	0.293028497239406	-4.0022105922161	6.27534043030921e-05	0.000226680179324808
"BEND5"	123.452283997129	0.762935447272427	0.135275264788862	5.63987398925606	1.70174654489797e-08	1.19699759736848e-07
"BEND6"	63.1760713925784	1.72219284502786	0.234174527786956	7.35431330342917	1.91911127408645e-13	2.82809373149571e-12
"BEND7"	568.826896205138	-0.639364429167959	0.0873624594112772	-7.31852598331758	2.50709482926282e-13	3.62180237115248e-12
"BEST1"	378.886905341071	-0.310174113700848	0.0995989389409559	-3.11423110526032	0.00184424973232773	0.00493863195418586
"BEST2"	0.33847192429586	-0.340917305031222	0.976464783460612	-0.349134255331773	0.726988520673558	0.832695704675757
"BEST3"	1.12568724767849	0.925181139305596	0.744640565867123	1.24245331467838	0.214069355200704	0.319712447863582
"BEST4"	72.2438053995861	2.12058689017861	0.363143883308208	5.8395225354211	5.23506353762869e-09	3.99949625797442e-08
"BET1"	452.21810140965	-0.22583210453373	0.0732805428406471	-3.08174715660629	0.00205789556067208	0.00546165768217896
"BET1L"	1840.06664959895	-0.0878601978006683	0.0520004766613382	-1.6896037006136	0.0911037974952502	0.155682257768342
"BEX1"	21.473776543315	-0.981368029151447	0.192616027868643	-5.09494479774395	3.48842886910628e-07	1.95477079356414e-06
"BEX2"	278.661591986788	-1.2250971890168	0.16922716882127	-7.23936468092006	4.50791398821261e-13	6.27455560884864e-12
"BEX3"	1977.35297773915	-0.410357745647481	0.0805491739042661	-5.09449974167578	3.49663311648095e-07	1.95879250582184e-06
"BEX4"	912.016882484079	-0.278769611767904	0.0707687996953217	-3.93915981291305	8.17674524927863e-05	0.000288905605259393
"BEX5"	123.249861601377	-0.763309588833416	0.178038974968026	-4.28731736391146	1.80843835230332e-05	7.31236449110941e-05
"BFAR"	1914.30985128677	-0.798977965405642	0.0594618800802638	-13.4368096724683	3.67961607871077e-41	1.79914356422912e-38
"BFSP1"	90.0763904475779	-0.0452969215904644	0.171572486024572	-0.264010405397852	0.791771900791623	0.883044705591032
"BFSP2"	5.26142747712871	1.80627399257342	0.428625827797826	4.21410441329121	2.50771261497736e-05	9.80914294461607e-05
"BGLAP"	54.5611963114101	0.633181516217706	0.243446660278098	2.60090450817604	0.00929783310772043	0.0212743435962468
"BGN"	9746.31315394111	0.985191149298824	0.200790498464426	4.90656259550733	9.26864176518153e-07	4.82510864920138e-06
"BHLHA15"	25.84582689956	0.946082977838708	0.344703297959026	2.74462989893171	0.00605791741805806	0.0144977945839545
"BHLHA9"	0.0595338319324178	0.447872185540918	3.06038613695972	0.146344992264881	0.88364904947474	0.94124143578904
"BHLHB9"	179.027528155457	0.118945162718753	0.0845019900478878	1.40760191152121	0.159248981119667	0.24983289353936
"BHLHE22"	120.090848207159	1.82073221350253	0.234285721185109	7.77141775560436	7.7612465751339e-15	1.37801872384756e-13
"BHLHE23"	0.024158860968853	0.272411455085366	3.06038613695972	0.0890121190249502	0.92907227876406	0.957854900528533
"BHLHE40"	6494.2286704345	0.896262824096826	0.165038001415133	5.43064516300331	5.61506831615431e-08	3.63578056776729e-07
"BHLHE41"	513.82109171274	0.645564036658902	0.165191896146705	3.90796432341684	9.30770461305123e-05	0.00032465450752931
"BHMT"	8.66233629738893	0.886978423865378	0.276185378602463	3.21153287821975	0.00132028861874704	0.0036371834254388
"BHMT2"	195.195205934844	0.968418729535478	0.186983765324353	5.17915941983307	2.22887936352121e-07	1.29778627734308e-06
"BICC1"	941.443400863079	1.26001210618633	0.142645034135283	8.83319993454061	1.0172296645442e-18	3.02613923138742e-17
"BICD1"	444.833686661197	0.0602100257827491	0.0867843670846165	0.693788844758678	0.487814639359015	0.620390646787852
"BICD2"	1832.65821495258	-0.120302591782178	0.0618175313987196	-1.94609181344096	0.0516437118043534	0.0957225836311445
"BICDL1"	366.608689291544	-0.537904536032745	0.174611956021985	-3.08057104614886	0.00206604057892712	0.00548174868506488
"BICDL2"	628.956007426911	0.10510163332851	0.220551082101622	0.476541000511086	0.633689004760344	0.753308124915841
"BICRA"	427.754934259811	0.00407723754424161	0.099998503036959	0.0407729857989442	0.967476875653559	0.978189024093776
"BICRAL"	1043.71217766269	-0.0449974413348952	0.0833492837413452	-0.539865963030158	0.589289472496603	0.715469307973877
"BID"	611.713866458393	0.418623767248642	0.0844098904660872	4.95941607004963	7.07053869250546e-07	3.75356632314551e-06
"BIK"	46.030264203787	1.13066860763123	0.21177590161012	5.3389861595905	9.34677784570203e-08	5.81512909428033e-07
"BIN1"	1157.31282592545	0.0805967351326736	0.0812725756481571	0.991684273445333	0.32135156502055	0.445435268836001
"BIN2"	1090.6950322501	-0.445598613222554	0.14751822211605	-3.02063437879565	0.00252245749634323	0.00657024204313195
"BIN3"	936.977880733407	0.436795935795619	0.0891051455130573	4.90202819691947	9.48522173164552e-07	4.92575417213367e-06
"BIRC2"	1788.71635792361	0.0510039264642691	0.0514991896729321	0.990383087349366	0.321986908825346	0.446153783199427
"BIRC3"	1936.28046033979	0.655317775988952	0.140897500885797	4.65102483627522	3.30289544147207e-06	1.53766877864822e-05
"BIRC5"	116.649771985882	-0.113390291684635	0.234010485771399	-0.484552182825704	0.627994039867174	0.748451146639196
"BIRC6"	5245.61945092205	-0.0252748001445145	0.0571141980121713	-0.442530947193345	0.658105041048356	0.774272274663815
"BIRC7"	25.941917261957	1.50795055589347	0.349582239609127	4.31357885223097	1.60632810502967e-05	6.55210067054774e-05
"BIVM"	754.532293511021	-0.0702125423260357	0.0696382468063972	-1.00824684057936	0.313335976217536	0.436036176785536
"BIVM-ERCC5"	446.804501330891	0.294252935226824	0.684253837120664	0.430034760879148	0.667170355370883	0.782186997022279
"BLACAT1"	48.5033753465334	0.354925887431056	0.238354551173943	1.48906696214936	0.136469736551494	0.219681023662032
"BLCAP"	2075.10164251521	0.162482289120345	0.0536657563071255	3.0276716532321	0.00246445703623716	0.00643410887513779
"BLID"	10.5636325472023	0.311407007886842	0.29114830726777	1.0695820656118	0.284807471348193	0.403881436092712
"BLK"	169.542586464718	1.67382348948443	0.34494412300522	4.85244820205011	1.2194664019452e-06	6.19611106280124e-06
"BLM"	124.531155713515	0.0736306715369656	0.158671304608843	0.464045289842926	0.64261529782214	0.760836403462709
"BLMH"	1105.89581315695	0.0807381790802158	0.0665454513527911	1.21327870558999	0.225023281515042	0.333486356976011
"BLNK"	250.056726610493	0.57038834324674	0.189934715254789	3.00307578044166	0.0026726587161457	0.00691706420442213
"BLOC1S1"	1358.60337367316	0.134080160061438	0.110287185391813	1.21573652990687	0.224085303787876	0.332328718146758
"BLOC1S2"	889.063168226306	-0.086531387757636	0.0718575709453075	-1.20420696969422	0.228509592800819	0.33739445800378
"BLOC1S3"	249.152345743422	-0.0713537630759938	0.0899133191294569	-0.793583906887687	0.427437704272541	0.559539341166546
"BLOC1S4"	267.822571376056	0.131653795258168	0.0621078255723699	2.1197617859727	0.0340261394848789	0.0666643844484902
"BLOC1S5"	365.813270612706	0.135722388961818	0.060789063988556	2.23267772287741	0.0255702045481829	0.0518721521839681
"BLOC1S6"	2114.47045504284	0.211312372943877	0.0630422911593129	3.35191454907427	0.000802547857833407	0.00231974765136319
"BLVRA"	1387.90504798984	-0.367406722724399	0.0635820234216953	-5.77846855057829	7.53836309379731e-09	5.62178513240598e-08
"BLVRB"	1734.3956314763	-0.971383441389335	0.105841300105944	-9.17773534921633	4.40252452900096e-20	1.60827088589118e-18
"BLZF1"	584.867571679439	-0.095054010689145	0.0711589460201345	-1.33579846253273	0.181615155654561	0.279449641182669
"BMERB1"	784.276001312661	1.17377209936163	0.125219837867327	9.37369125653453	7.00392546396075e-21	2.77667057530702e-19
"BMF"	1041.35664176062	0.245990659587159	0.144055834278809	1.70760636539762	0.0877094064844564	0.150759930796115
"BMI1"	1128.33226979417	-0.0984702075366366	0.089200252628927	-1.10392296697043	0.26962655511416	0.387190961629031
"BMP1"	2831.03041091443	0.563141728641881	0.143957506742807	3.91186080798124	9.15876964303635e-05	0.000319927785900458
"BMP10"	0.698026737918978	0.841018836901987	1.70626715138351	0.492899858161165	0.622083347519956	0.743637622483579
"BMP15"	0.808837466133341	1.60357935841331	0.801007004505595	2.00195422685858	0.0452896546830671	0.0855162318201214
"BMP2"	714.59294843377	-0.50968944148383	0.229982277869434	-2.216211815126	0.0266769990813357	0.0538139950790214
"BMP2K"	1536.09530202253	0.437926791628519	0.0906958258755975	4.82852201190824	1.37550131733849e-06	6.9097562224256e-06
"BMP3"	268.941608789715	-0.828120706484037	0.274524485233188	-3.01656409912074	0.00255657158842866	0.00664804413415551
"BMP4"	438.171008271609	0.713786881232315	0.152074233601673	4.69367403226198	2.68341499981497e-06	1.27562753122041e-05
"BMP5"	754.604909058118	0.528409349731271	0.224481484121202	2.35391062118055	0.018577077292914	0.0391952076674681
"BMP6"	632.753055707439	-0.234779993932138	0.192308765373687	-1.2208491561782	0.222143138130566	0.32991024151182
"BMP7"	171.218793274252	2.49583199417375	0.242637367754276	10.2862638894984	8.12687576007144e-25	5.23326531832715e-23
"BMP8A"	10.1796331360355	1.30507507188871	0.264755906746814	4.92935205081846	8.25027866649615e-07	4.33401002455689e-06
"BMP8B"	131.481276428592	-0.110878082836949	0.157384293550807	-0.704505388278503	0.481118095664964	0.613578078584343
"BMPER"	405.019205499896	-0.315825208350971	0.170263004318474	-1.85492561707783	0.0636068492590603	0.114372372326358
"BMPR1A"	1122.17662898357	-0.0298103328105083	0.0809798692725254	-0.368120288144529	0.7127835437144	0.821223454479481
"BMPR1B"	182.320104990824	1.33334019255444	0.321963753470708	4.14127422165162	3.45381741739052e-05	0.000131616395548001
"BMPR2"	4778.23293954608	-0.637527433414646	0.126815608887622	-5.02720003481268	4.976931253905e-07	2.71623074071879e-06
"BMS1"	1659.80983870475	-0.0725867062520842	0.0697750438077835	-1.04029610432129	0.298202353549921	0.419383485496234
"BMT2"	284.60014406444	0.138330044084818	0.0844400263221691	1.63820465376265	0.1013790091646	0.170611272240733
"BMX"	232.696200906795	0.166084527763668	0.210048719248708	0.790695265163772	0.429121839739057	0.561204606130175
"BNC1"	77.982333269259	3.35538771450477	0.397604913220093	8.43899962736981	3.20065113993981e-17	7.87525375322739e-16
"BNC2"	977.538834237631	1.33223607059706	0.11499894768157	11.5847674909686	4.92300590466009e-31	6.0177435638438e-29
"BNIP1"	246.807835436197	-0.260866998064024	0.080821036550148	-3.22771161072849	0.00124784707495869	0.00345960975172829
"BNIP2"	2887.24028431025	-0.238939881352626	0.0783896557431486	-3.0481047414666	0.00230289644044255	0.00604708513120338
"BNIP3"	1061.10377482865	-1.13246741393777	0.074275345183279	-15.2468818710076	1.72684959366102e-52	8.23232372538049e-49
"BNIP3L"	3066.68777736345	-0.125476482504954	0.0773495439786786	-1.62220067566967	0.104760387082917	0.175450186306354
"BNIP5"	8.70168728137172	1.52910597434732	0.548790680671871	2.78631913441984	0.00533103585635168	0.0129351727630449
"BNIPL"	340.196891564832	-0.26037001474903	0.28446078063751	-0.915310765039418	0.360028509317919	0.488390787088055
"BOC"	1161.65977059465	2.03491831105744	0.161052264658903	12.6351424822696	1.35149118422013e-36	3.18167720887576e-34
"BOD1"	860.223889425306	-0.184015697310303	0.0586357519789692	-3.13828493879133	0.00169939589835634	0.0045842099852535
"BOD1L1"	2651.41964585206	-0.114016955331457	0.0717868234591796	-1.58827135450966	0.112224992059537	0.185991515173241
"BOD1L2"	0	0	0	0	1	
"BOK"	1222.08725157521	-0.175214229982874	0.13223851594113	-1.32498636071262	0.185175675146348	0.28412576032875
"BOLA1"	228.422935467783	-0.2097312651135	0.0934727354296284	-2.24376941735484	0.0248472410835385	0.0505615238738657
"BOLA2"	111.364104093117	0.50975932067095	0.335486242964568	1.51946415497218	0.12864570403266	0.208991730294666
"BOLA2-SMG1P6"	345.960220996289	0.221831003204822	0.119443997070662	1.85719675031964	0.0632831671706832	0.113865513755214
"BOLA2B"	382.932248143586	0.174955577057776	0.155240469540253	1.12699721648556	0.259743657856745	0.375526709749682
"BOLA3"	263.692418550807	-0.174917026185446	0.110993658198529	-1.57591910226601	0.115044448066803	0.189888564025436
"BOLL"	0.218274564803332	0.701315388724708	3.06038613695972	0.229159118274342	0.818745246003591	0.902622098772856
"BOP1"	608.400413026361	0.288154570751728	0.148650687996974	1.93846779072825	0.0525661767460198	0.097224483450034
"BORA"	144.275371175142	-0.109500764126808	0.10196353789966	-1.07392079936031	0.282858180302891	0.401565116155139
"BORCS5"	275.133617933658	0.169718019301024	0.0633669105740517	2.67833823305444	0.0073988461994572	0.0173263659802836
"BORCS6"	286.781014292818	0.0707197040237438	0.0958558958895207	0.737771040242035	0.460653594245603	0.593406970794394
"BORCS7"	661.290932772505	0.12309216534518	0.070250819831843	1.75218119361199	0.0797426563672923	0.138894109816213
"BORCS8"	538.170133355886	-0.107668588292677	0.0648529367276525	-1.66019603313921	0.0968750224264914	0.164044916317446
"BORCS8-MEF2B"	138.698600339835	0.533776285680838	0.157080690893733	3.39810248251292	0.000678549960628178	0.00198820977246754
"BPGM"	604.798502364307	0.0196725961441865	0.0877324812369447	0.224233896805625	0.822575309099453	0.905797110886265
"BPHL"	382.692104679648	0.444488567163819	0.0725622012709112	6.12562132044919	9.03304110767539e-10	7.70353581763247e-09
"BPI"	66.2256734021705	-2.26966812019843	0.396856578148212	-5.71911427243821	1.07080765065603e-08	7.761015237689e-08
"BPIFA1"	414.653646045186	3.92552294949391	0.693751364927	5.6584003260404	1.5279040919947e-08	1.08431719874384e-07
"BPIFA2"	4.73987591100097	0.437493711622555	0.498340943152117	0.877900396574502	0.379997773982021	0.51004276427558
